"(PDH-CSV 4.0) (India Standard Time)(-330)","\\Z_ANXX1_HPPAVX1\Memory\% Committed Bytes In Use","\\Z_ANXX1_HPPAVX1\Memory\Available MBytes","\\Z_ANXX1_HPPAVX1\Processor Information(_Total)\% Processor Time"
"02/25/2023 11:25:36.693","85.836319668646041237","276","3.5783608261483523805"
"02/25/2023 11:25:37.690","85.53181911947480387","380","8.0048244275483284582"
"02/25/2023 11:25:38.687","85.593642593732482737","451","5.0667651352291347422"
"02/25/2023 11:25:39.678","85.035158643740032858","611","3.7387420188833675461"
"02/25/2023 11:25:40.688","85.284085614905720263","765","2.8122042912984479557"
"02/25/2023 11:25:41.676","85.002700142795845295","764","4.0664230400884733285"
"02/25/2023 11:25:42.691","84.984955537362253608","768","4.004097446123688897"
"02/25/2023 11:25:43.686","84.821077060145583459","789","5.9237047774324924632"
"02/25/2023 11:25:44.700","84.799846351332931249","783","3.5088849736709559757"
"02/25/2023 11:25:45.690","84.780217354367536586","790","2.5552631403534364907"
"02/25/2023 11:25:46.688","84.869788350739923999","787","3.3933452964762800264"
